row_number,year,manufacturer,condition,cylinders,fuel,odometer,transmission,type,paint_color,F1,F2,F3,F4
2995,2007.0,ford,good,6 cylinders,gas,144000.0,automatic,sedan,blue,11483,2.118281565414176,0.1606007043251878,a
2996,2013.0,ford,excellent,4 cylinders,gas,100362.0,automatic,sedan,black,131,2.3337848324012667,-0.0197548588303612,b
2997,2005.0,ford,good,8 cylinders,gas,163000.0,automatic,SUV,white,80,2.06049177936407,0.1072695357069029,a
2998,2010.0,ford,excellent,8 cylinders,gas,196265.0,automatic,SUV,silver,366,2.37288575392636,0.1320134165878509,c
2999,2008.0,ford,good,4 cylinders,gas,161000.0,automatic,sedan,blue,146,2.2416129067635007,0.0501403897974495,a
3000,2013.0,ford,good,8 cylinders,gas,137278.0,automatic,truck,white,2035,2.5274618891353025,0.1227705012649342,b
3001,2008.0,ford,excellent,6 cylinders,gas,188000.0,automatic,SUV,red,3542,2.0658374702325686,0.1248302989682502,c
3002,2018.0,ford,excellent,4 cylinders,gas,20200.0,automatic,sedan,silver,520,2.3952636875885847,0.1270850503376874,b
3003,2008.0,ford,excellent,6 cylinders,gas,134899.0,automatic,sedan,black,5783,2.290247209352875,0.0960411917588261,a
3004,2016.0,subaru,excellent,4 cylinders,gas,64000.0,automatic,sedan,blue,440,2.400367858383372,0.1435262029727704,a
3005,2002.0,ford,like new,8 cylinders,gas,187688.0,automatic,truck,white,2673,2.0660039659703955,0.15705942708647,c
3006,2006.0,ford,excellent,8 cylinders,gas,70055.0,automatic,truck,black,436,1.977229736859204,0.1167157760460446,c
3007,2018.0,ford,excellent,4 cylinders,gas,447.0,automatic,SUV,blue,1029,2.338949649141676,-0.0731436216042706,c
3008,2012.0,ford,good,6 cylinders,gas,100194.0,automatic,SUV,silver,1572,2.4401675479129747,0.1180084599103462,b
3009,2006.0,ford,excellent,6 cylinders,gas,105100.0,automatic,sedan,red,203,2.1654770464077706,0.1940539335833821,c
3010,2006.0,ford,good,6 cylinders,gas,98555.0,automatic,truck,black,449,2.0249251498043344,0.2035302949869702,a
3011,2011.0,ford,like new,6 cylinders,gas,29300.0,automatic,pickup,white,168,2.134898221946589,-0.0812270411836147,a
3012,2004.0,ford,excellent,8 cylinders,gas,79158.0,automatic,pickup,white,421,2.069720474544932,0.0840683931970765,c
3013,2014.0,ford,excellent,8 cylinders,gas,54000.0,automatic,truck,black,628,2.356129754958301,0.0046663685953362,a
3014,2007.0,ford,good,6 cylinders,gas,138000.0,automatic,sedan,black,298,2.182715400775721,0.1734490724400235,c
3015,2013.0,ford,good,4 cylinders,gas,73000.0,automatic,sedan,silver,221,2.0827746524855857,0.2856512316581296,b
3016,2016.0,subaru,excellent,4 cylinders,gas,43000.0,automatic,SUV,red,410,2.0917567993051978,0.0502634698943988,a
3017,2018.0,ford,excellent,4 cylinders,gas,21980.0,automatic,SUV,silver,7076,2.3709742650865806,0.1634522462406245,b
3018,2010.0,ford,excellent,4 cylinders,gas,155000.0,manual,sedan,blue,209,2.324809594500022,0.2196247764595281,b
3019,2011.0,ford,fair,8 cylinders,gas,80000.0,automatic,sedan,white,811,2.340593007653589,0.0934666218214899,a
3020,2013.0,subaru,excellent,4 cylinders,gas,165396.0,automatic,SUV,silver,1620,2.199826587556017,0.1125758868083421,a
3021,2014.0,ford,excellent,4 cylinders,gas,60299.0,automatic,SUV,blue,3068,2.4624980035796185,0.2231509917457576,c
3022,2011.0,ford,excellent,4 cylinders,gas,84000.0,automatic,sedan,red,452,2.2734980253972457,0.0567732826632852,b
3023,2011.0,ford,excellent,8 cylinders,gas,160937.0,automatic,SUV,white,3311,2.390529217832251,0.2030256221998996,a
3024,2000.0,ford,excellent,8 cylinders,gas,103000.0,automatic,sedan,silver,461,2.096464294154844,0.2456440420907661,b
3025,2016.0,ford,excellent,4 cylinders,gas,86050.0,automatic,sedan,silver,6404,2.198051110834627,0.1612317052900505,a
3026,2002.0,ford,excellent,8 cylinders,gas,177000.0,automatic,SUV,white,259,2.1862617841986647,0.234338956934344,b
3027,2014.0,ford,good,4 cylinders,gas,82000.0,automatic,sedan,white,538,2.3145971980495927,-0.0297076028671271,c
3028,2001.0,ford,good,6 cylinders,gas,128000.0,manual,pickup,white,264,2.081415893087464,0.155215257735022,a
3029,2019.0,ford,excellent,6 cylinders,gas,29314.0,automatic,truck,white,3011,2.334615897901217,0.1000680028905637,b
3030,2009.0,ford,good,4 cylinders,gas,156223.0,automatic,sedan,white,33,2.1584581025768874,0.0306967285190175,b
3031,2018.0,ford,like new,6 cylinders,gas,39106.0,automatic,SUV,blue,1385,2.5473452446343674,0.0137895440418243,b
3032,1995.0,ford,good,8 cylinders,gas,141707.0,automatic,SUV,white,273,1.7933254678869082,0.1505076655166452,a
3033,2007.0,ford,excellent,4 cylinders,gas,129700.0,automatic,sedan,black,480,2.280563749579949,0.2976968542521152,b
3034,2004.0,ford,good,6 cylinders,gas,162342.0,automatic,sedan,white,169,2.4788409921018806,0.1246589434085355,b
3035,2012.0,ford,good,8 cylinders,gas,67820.0,automatic,truck,white,2603,2.5936594623241462,0.3229101678248478,c
3036,2008.0,subaru,good,4 cylinders,gas,61253.0,manual,sedan,black,6099,2.105936059775865,0.0054955132983062,c
3037,2011.0,ford,good,6 cylinders,gas,101050.0,automatic,truck,white,1367,2.1185183140019075,0.0746769999287569,b
3038,1990.0,ford,good,4 cylinders,gas,69000.0,manual,truck,blue,364,1.7202338939306832,0.1171035816204698,c
3039,2018.0,ford,excellent,6 cylinders,gas,43908.0,automatic,pickup,black,325,2.5069828879893405,0.0931410425575389,b
3040,2016.0,ford,excellent,4 cylinders,gas,103052.0,automatic,SUV,white,2685,2.273882179231204,0.1269889395250997,b
3041,2018.0,subaru,excellent,4 cylinders,gas,71897.0,automatic,sedan,white,968,2.2497125734594365,0.0624180542116149,a
3042,2011.0,ford,good,4 cylinders,gas,139.0,automatic,sedan,black,625,2.2557253052451376,0.1818194679604139,c
3043,2016.0,ford,like new,8 cylinders,gas,123947.0,automatic,truck,white,1176,2.4021912366072784,0.1669004669910296,a
3044,2003.0,ford,good,8 cylinders,gas,252000.0,automatic,sedan,white,201,2.068553205763496,0.0819121106375506,a
3045,2011.0,ford,excellent,4 cylinders,gas,135902.0,automatic,sedan,blue,847,2.337424557834068,0.184376238176944,a
3046,2011.0,ford,good,6 cylinders,gas,226000.0,automatic,truck,white,192,2.094008033435075,0.0556340996748483,a
3047,1986.0,ford,good,8 cylinders,gas,107000.0,automatic,sedan,blue,339,1.5899820149005783,-0.1429055556795865,c
3048,2019.0,ford,good,8 cylinders,gas,71500.0,automatic,truck,white,2559,2.3607419106859444,0.0271519144431798,b
3049,2013.0,ford,good,6 cylinders,gas,130000.0,automatic,sedan,blue,203,2.2656000349310137,-0.0775063133736461,b
3050,2013.0,ford,good,4 cylinders,gas,106219.0,automatic,sedan,white,226,2.4325681697806902,-0.0191438091300761,b
3051,2017.0,ford,excellent,6 cylinders,gas,63004.0,automatic,SUV,black,400,2.2506666167617198,0.0172568769941363,b
3052,2014.0,ford,excellent,8 cylinders,gas,100346.0,automatic,pickup,white,805,2.3963518433061592,-0.0633591652576208,b
3053,2018.0,ford,good,6 cylinders,gas,13117.0,automatic,pickup,red,4948,2.361074237453088,0.1701500424267381,a
3054,2006.0,ford,like new,6 cylinders,gas,83000.0,automatic,SUV,blue,239,2.0380028975207547,0.1963960489279017,b
3055,2017.0,ford,like new,4 cylinders,gas,64241.0,automatic,SUV,silver,2563,2.3345120138141797,0.0945962647590968,c
3056,2005.0,ford,good,6 cylinders,gas,391500.0,manual,pickup,red,120,1.9127868413865432,-0.0571619567581054,c
3057,2015.0,ford,like new,6 cylinders,gas,68342.0,automatic,truck,red,1176,2.4663467391112484,-0.0003560350282654,b
3058,2017.0,subaru,good,4 cylinders,gas,59467.0,automatic,sedan,white,904,2.433368078658412,0.0526874349119184,c
3059,1999.0,ford,good,8 cylinders,gas,209504.0,automatic,pickup,black,117,1.9360166717204936,0.0574688334743109,b
3060,2004.0,ford,excellent,8 cylinders,gas,182232.0,automatic,truck,silver,3192,1.911233921857145,0.132619079000318,c
3061,2015.0,subaru,like new,4 cylinders,gas,101457.0,automatic,SUV,white,2974,2.363029705716753,0.0519320221643923,b
3062,2014.0,ford,good,6 cylinders,gas,124000.0,automatic,truck,white,1410,2.373086069071546,0.1009738405452026,a
3063,2009.0,ford,good,6 cylinders,gas,182900.0,automatic,SUV,silver,1136,2.18574646911119,0.1174479749652863,b
3064,2015.0,ford,like new,6 cylinders,gas,115620.0,automatic,pickup,blue,159,2.121165440722387,0.238815134905564,a
3065,2008.0,ford,excellent,6 cylinders,gas,144000.0,automatic,SUV,blue,3929,2.0698513666044724,0.1289321587787259,b
3066,2011.0,ford,excellent,8 cylinders,gas,135000.0,automatic,truck,black,6538,2.2647923661315725,0.0214451900056353,b
3067,2018.0,ford,good,8 cylinders,gas,21585.0,automatic,pickup,white,4942,2.5583401718903622,0.1642908039222369,a
3068,2016.0,ford,good,6 cylinders,gas,77656.0,automatic,SUV,white,4456,2.391523114603465,0.160649358761037,b
3069,2006.0,ford,excellent,8 cylinders,gas,124288.0,automatic,sedan,white,3042,2.175143570280796,0.0806057087469022,c
3070,2013.0,ford,good,4 cylinders,gas,110703.0,automatic,SUV,silver,1002,2.1289630198093854,0.3387455498710959,a
3071,2013.0,ford,excellent,6 cylinders,gas,89968.0,automatic,SUV,blue,2353,2.281831542475465,0.1238621794953896,a
3072,2017.0,ford,like new,4 cylinders,gas,62000.0,automatic,sedan,silver,754,2.3448538095409903,0.2297410525956694,b
3073,2010.0,ford,excellent,6 cylinders,gas,128419.0,automatic,SUV,silver,1456,2.1675044713297043,0.0845360755741241,c
3074,2009.0,ford,good,8 cylinders,gas,217000.0,automatic,SUV,silver,196,2.399738404023939,0.0175284137490595,b
3075,2015.0,ford,excellent,4 cylinders,gas,88560.0,automatic,SUV,silver,4211,2.368063018804148,0.161618036175433,a
3076,2008.0,ford,excellent,6 cylinders,gas,241142.0,automatic,SUV,blue,233,2.2616520141302145,0.1611543319152808,c
3077,2013.0,ford,excellent,6 cylinders,gas,122916.0,automatic,pickup,black,675,2.2517819207603647,0.0948227467849956,a
3078,2005.0,ford,good,6 cylinders,gas,162315.0,automatic,SUV,blue,453,2.1637487733033742,0.0571663900475995,a
3079,2005.0,ford,good,8 cylinders,gas,211000.0,automatic,pickup,black,354,2.2276136505937107,0.3088406859505013,c
3080,2015.0,ford,excellent,6 cylinders,gas,90000.0,automatic,SUV,black,558,2.3260412233530543,0.2100492512838956,c
3081,2004.0,subaru,excellent,4 cylinders,gas,79298.0,manual,sedan,black,167,1.9412787692088185,0.203500845811918,c
3082,2013.0,subaru,excellent,4 cylinders,gas,112885.0,automatic,SUV,black,3720,2.255540380693488,0.0248072658942881,a
3083,2006.0,ford,good,6 cylinders,gas,120000.0,automatic,SUV,black,156,2.122426750544156,0.1095827055410148,b
3084,2018.0,ford,excellent,6 cylinders,gas,61897.0,automatic,truck,white,1040,2.4283408194053018,0.2483329805424425,a
3085,2014.0,subaru,good,4 cylinders,gas,139000.0,automatic,sedan,blue,733,2.1979876198808754,0.2228530516589577,a
3086,2017.0,ford,excellent,8 cylinders,gas,109128.0,automatic,SUV,white,195,2.24712086622298,0.0183428218291786,a
3087,1968.0,ford,good,8 cylinders,gas,32004.0,automatic,pickup,red,565,1.228863537381838,-0.0006052019353141,b
3088,2006.0,ford,good,6 cylinders,gas,177877.0,automatic,SUV,red,212,2.073851420297243,0.223792031628487,b
3089,2017.0,ford,excellent,8 cylinders,gas,36812.0,automatic,truck,blue,12664,2.460704994688292,0.0890087260845451,b
3090,1977.0,ford,good,8 cylinders,gas,9198.0,manual,SUV,red,2590,1.5458256477140957,0.0683007665134111,c
3091,1966.0,ford,good,8 cylinders,gas,128000.0,manual,truck,blue,393,1.3262233102767402,0.1605212734719921,b
3092,2004.0,ford,fair,8 cylinders,gas,132000.0,automatic,pickup,red,744,2.09617158211477,0.0633263965414787,b
3093,2012.0,ford,excellent,6 cylinders,gas,62695.0,automatic,pickup,blue,2925,2.2978055767568524,0.0128819196400597,c
3094,2017.0,ford,good,8 cylinders,gas,13778.0,automatic,truck,white,2038,2.4612859203461737,-0.0376212490478795,b
3095,2011.0,ford,excellent,6 cylinders,gas,99959.0,automatic,SUV,white,4540,2.371149654870178,0.1418512337887141,b
3096,2017.0,ford,excellent,4 cylinders,gas,54905.0,automatic,sedan,black,237,2.4720459972604307,0.1129166581550846,c
3097,2008.0,ford,excellent,8 cylinders,gas,156856.0,automatic,pickup,white,2247,2.149187886590405,0.1381135671155549,c
3098,2010.0,ford,good,6 cylinders,gas,219000.0,automatic,SUV,black,869,2.413177582616575,0.1761286929905933,a
3099,2005.0,subaru,good,4 cylinders,gas,134000.0,automatic,sedan,silver,328,2.1848110204876297,0.0172484983130593,b
3100,2012.0,ford,like new,8 cylinders,gas,24341.0,automatic,truck,blue,3396,2.3808825704342897,0.1192075314721815,b
3101,2014.0,ford,like new,8 cylinders,gas,80521.0,automatic,pickup,white,975,2.285838834120509,-0.0245615088808131,a
3102,2016.0,ford,excellent,4 cylinders,gas,63608.0,automatic,sedan,silver,3991,2.2724276669874826,0.0198686881264503,c
3103,1998.0,ford,fair,6 cylinders,gas,145000.0,automatic,truck,white,251,1.8178670881134589,0.1282643112621805,a
3104,1989.0,ford,fair,8 cylinders,gas,88593.0,automatic,truck,white,170,1.619078087066126,-0.0152950076561015,c
3105,2006.0,ford,fair,8 cylinders,gas,241580.0,automatic,pickup,blue,597,2.2114614792179426,0.0554071573848888,b
3106,2008.0,ford,good,6 cylinders,gas,82945.0,automatic,pickup,white,2137,2.167667382054113,0.1845866694463797,a
3107,2015.0,ford,excellent,4 cylinders,gas,139000.0,automatic,SUV,white,386,2.4070663019873955,0.3116184976317573,c
3108,2008.0,ford,excellent,4 cylinders,gas,142050.0,automatic,SUV,black,2407,2.1554730772455213,0.203889261194201,b
3109,2018.0,ford,excellent,4 cylinders,gas,30460.0,automatic,sedan,black,1154,2.4860450930047198,-0.0821235379394395,c
3110,2015.0,ford,excellent,6 cylinders,gas,65989.0,automatic,truck,red,1548,2.2932447356563563,-0.1302862494128758,a
3111,2019.0,ford,like new,8 cylinders,gas,12000.0,automatic,truck,white,229,2.4327493567348912,-0.0834631971444186,a
3112,2019.0,ford,excellent,6 cylinders,gas,10453.0,automatic,sedan,white,1557,2.4482904506127854,0.2134653567023321,c
3113,2016.0,ford,good,6 cylinders,gas,155319.0,automatic,truck,blue,782,2.250313952850008,0.0625709351056122,b
3114,2014.0,ford,like new,6 cylinders,gas,141628.0,automatic,SUV,black,2591,2.307230744000166,-0.0041769345821735,a
3115,1999.0,ford,good,8 cylinders,gas,191176.0,automatic,pickup,blue,241,1.818245420349,0.1468614872911027,c
3116,2017.0,subaru,good,4 cylinders,gas,98308.0,automatic,SUV,blue,1249,2.5234221621620656,0.0311520476443448,a
3117,2005.0,ford,fair,4 cylinders,gas,181722.0,automatic,SUV,silver,751,2.042974943666977,0.0219431868621171,a
3118,2016.0,ford,like new,6 cylinders,gas,20200.0,automatic,pickup,red,231,2.403213818891293,0.2673851027282414,b
3119,2018.0,ford,excellent,4 cylinders,gas,24000.0,automatic,sedan,black,802,2.1370173397966004,0.1815944746231315,b
3120,2002.0,ford,excellent,8 cylinders,gas,231000.0,automatic,pickup,white,661,1.884115568220392,0.0417904247465505,c
3121,2016.0,ford,excellent,8 cylinders,gas,66224.0,automatic,truck,black,2662,2.247620646866114,0.1107885726530264,a
3122,2017.0,ford,like new,8 cylinders,gas,130000.0,automatic,pickup,white,308,2.4948841261162205,0.0771069706485263,a
3123,2001.0,ford,excellent,6 cylinders,gas,135083.0,automatic,SUV,red,2275,1.967319873277827,0.0128067468433101,a
3124,2015.0,ford,like new,8 cylinders,gas,52063.0,automatic,truck,white,1176,2.177529093794962,0.0565474553519837,b
3125,2016.0,ford,like new,8 cylinders,gas,44.0,automatic,truck,black,1586,2.436057346685704,0.1260565984747144,a
3126,2002.0,ford,excellent,8 cylinders,gas,140000.0,automatic,truck,black,994,2.095746074126776,0.073270482840836,c
3127,2007.0,ford,good,6 cylinders,gas,171478.0,automatic,truck,red,1964,2.3994768258281067,0.1325274419093904,b
3128,2009.0,ford,good,8 cylinders,gas,265305.0,automatic,truck,white,476,2.248997787229871,0.2183607983490336,c
3129,2008.0,ford,good,4 cylinders,gas,204233.0,automatic,sedan,silver,1420,2.355413416524708,0.1615341150002258,a
3130,2000.0,ford,good,8 cylinders,gas,192888.0,automatic,truck,white,1068,2.034252399883469,0.0514922888924479,c
3131,2009.0,ford,good,8 cylinders,gas,141445.0,automatic,pickup,red,491,2.1663645698736755,0.2091941981579821,c
3132,2016.0,subaru,excellent,6 cylinders,gas,88500.0,automatic,SUV,black,198,2.4444926012976174,0.1004914172920369,b
3133,2017.0,ford,like new,4 cylinders,gas,62241.0,automatic,SUV,silver,2563,2.493217951248597,0.133408119476052,a
3134,2017.0,ford,like new,6 cylinders,gas,42000.0,automatic,pickup,silver,197,2.411063210545216,0.0181053852775646,b
3135,2006.0,ford,excellent,6 cylinders,gas,160027.0,automatic,SUV,red,227,2.1836602422545046,0.1066241396953721,b
3136,2008.0,ford,good,8 cylinders,gas,83459.0,automatic,truck,white,2699,2.224797340094941,0.0700137564805843,b
3137,2016.0,ford,like new,4 cylinders,gas,71907.0,automatic,SUV,white,933,2.378543032731613,0.1876199509854212,a
3138,2013.0,ford,good,6 cylinders,gas,115332.0,automatic,SUV,silver,1402,2.1992790113037533,0.2033454155661458,b
3139,2009.0,subaru,excellent,4 cylinders,gas,129544.0,automatic,sedan,blue,1686,2.1968024475800862,0.0270316206354489,c
3140,2017.0,ford,like new,4 cylinders,gas,87181.0,automatic,sedan,white,994,2.5215677325894124,0.0967849879089877,a
3141,2002.0,ford,good,6 cylinders,gas,253000.0,automatic,pickup,black,118,1.965668283588755,0.0810057771577278,b
3142,2019.0,ford,like new,6 cylinders,gas,12500.0,automatic,truck,red,580,2.62150518468505,0.1018946049024633,b
3143,2014.0,ford,excellent,4 cylinders,gas,49189.0,automatic,sedan,red,6239,2.3606875424097207,0.0658721994796948,a
3144,2008.0,ford,excellent,8 cylinders,gas,86238.0,automatic,pickup,black,4908,1.98299999687361,-0.1427818004890357,a
3145,2014.0,ford,excellent,6 cylinders,gas,104010.0,automatic,pickup,white,629,2.414858200528023,0.0783110564742054,a
3146,2017.0,ford,good,8 cylinders,gas,141000.0,automatic,truck,white,80,2.3889102700943363,0.0283984182718008,c
3147,2013.0,ford,good,6 cylinders,gas,119000.0,automatic,SUV,black,190,2.3076324599244287,0.1272066754015758,b
3148,2011.0,ford,like new,8 cylinders,gas,137181.0,automatic,pickup,red,913,2.2254317643328907,0.193406379466648,a
3149,2013.0,ford,excellent,4 cylinders,gas,98215.0,automatic,SUV,silver,302,2.346752976268996,-0.0664940576393092,b
3150,1978.0,ford,excellent,8 cylinders,gas,1.0,automatic,truck,blue,932,1.4469096203104037,0.0268580749100438,b
3151,2013.0,ford,excellent,6 cylinders,gas,1.0,automatic,pickup,black,118,2.2338874500390453,0.1160048528062481,b
3152,2011.0,ford,good,4 cylinders,gas,150000.0,automatic,sedan,red,367,2.289034157878404,0.004832397416997,b
3153,2003.0,ford,good,6 cylinders,gas,185916.0,automatic,truck,red,3992,2.092979528735465,0.1548790503348653,b
3154,2005.0,ford,good,6 cylinders,gas,119000.0,automatic,sedan,silver,638,2.1433521869397376,0.3143953603869428,b
3155,2016.0,ford,excellent,4 cylinders,gas,86441.0,automatic,SUV,silver,1296,2.353974596442631,0.131072153166848,c
3156,2001.0,ford,good,6 cylinders,gas,174000.0,automatic,pickup,silver,102,2.0671084276938303,0.1428965675532299,a
3157,1962.0,ford,good,8 cylinders,gas,43000.0,automatic,sedan,white,1026,1.1521060487339885,0.1464092582239164,c
3158,2014.0,ford,excellent,8 cylinders,gas,122288.0,automatic,SUV,black,2620,2.477170241317544,-0.007098342495263,c
3159,2011.0,ford,excellent,4 cylinders,gas,64332.0,automatic,pickup,white,401,2.2271990011637963,0.0674630940804638,a
3160,2013.0,ford,excellent,8 cylinders,gas,114629.0,automatic,pickup,red,4068,2.148596735894753,0.2477931703820425,a
3161,2004.0,ford,good,8 cylinders,gas,278000.0,automatic,truck,white,318,2.1174067919507857,0.1414385702024303,b
3162,2012.0,ford,good,4 cylinders,gas,99000.0,automatic,SUV,red,20,2.4454047050902923,0.1404112550328235,b
3163,2017.0,subaru,like new,4 cylinders,gas,20950.0,automatic,SUV,silver,724,2.3630671552401767,0.2102636136739182,a
3164,2016.0,ford,like new,4 cylinders,gas,71907.0,automatic,SUV,white,933,2.3154601250879683,0.2286923077951076,b
3165,2018.0,ford,good,6 cylinders,gas,13117.0,automatic,pickup,red,4948,2.3092504432700296,0.0938649055714413,c
3166,2016.0,ford,good,6 cylinders,gas,109238.0,automatic,truck,white,1260,2.3786240768945843,0.0253317939436583,b
3167,2016.0,ford,excellent,6 cylinders,gas,28074.0,automatic,pickup,white,3518,2.387050368259976,0.0724671177370007,c
3168,2001.0,ford,fair,8 cylinders,gas,260000.0,automatic,pickup,silver,164,1.9888615167200825,0.1629822354822985,b
3169,2013.0,ford,excellent,6 cylinders,gas,89000.0,automatic,pickup,blue,787,2.260695955702525,0.123431604764435,a
3170,2007.0,ford,fair,6 cylinders,gas,210000.0,automatic,sedan,silver,709,2.1839005578616084,-0.0305522913676411,b
3171,2015.0,ford,excellent,6 cylinders,gas,115997.0,automatic,SUV,black,409,2.346570056174804,0.1722989843520846,a
3172,2004.0,ford,fair,4 cylinders,gas,135549.0,automatic,SUV,red,462,2.085395658548882,0.1541249987254543,a
3173,2012.0,ford,excellent,6 cylinders,gas,163781.0,automatic,truck,silver,1639,2.1464889929079742,0.0940163845731342,c
3174,2010.0,ford,excellent,8 cylinders,gas,198525.0,automatic,pickup,silver,1040,2.184439464146268,0.2044042913061977,b
3175,2009.0,ford,fair,4 cylinders,gas,200000.0,automatic,sedan,black,155,2.2649165509219995,0.0125546598872061,a
3176,2015.0,ford,excellent,6 cylinders,gas,139987.0,automatic,sedan,blue,922,2.472415384366226,0.1045006123770138,a
3177,2016.0,ford,fair,4 cylinders,gas,33000.0,automatic,SUV,black,355,2.5360034720743663,0.1218841530184621,c
3178,2019.0,subaru,excellent,6 cylinders,gas,14000.0,automatic,SUV,blue,629,2.463707580951152,0.197763840982657,c
3179,2007.0,ford,fair,8 cylinders,gas,194505.0,automatic,SUV,black,387,2.264947881515795,0.0901656421498814,a
3180,2015.0,ford,like new,6 cylinders,gas,139290.0,automatic,SUV,silver,2907,2.3101415886159007,0.0051801356180929,c
3181,2016.0,ford,good,6 cylinders,gas,61730.0,automatic,truck,white,3387,2.2619331058354515,0.1932236567460952,b
3182,2007.0,ford,good,4 cylinders,gas,128900.0,manual,sedan,silver,4373,2.144615095429899,0.0768551275191385,c
3183,2016.0,ford,like new,4 cylinders,gas,39000.0,automatic,SUV,silver,1329,2.3883756904267237,-0.0433274025056859,c
3184,2012.0,ford,good,8 cylinders,gas,102080.0,automatic,SUV,black,350,2.215706343061961,0.0457953700816169,b
3185,2009.0,ford,good,8 cylinders,gas,190000.0,automatic,pickup,silver,224,2.0246175303855223,0.162905207687659,c
3186,2006.0,ford,excellent,8 cylinders,gas,175000.0,automatic,truck,silver,469,2.141611512288097,0.1292104835702787,a
3187,2016.0,ford,excellent,6 cylinders,gas,42553.0,automatic,SUV,white,1018,2.522567008493652,-0.0742467096223965,c
3188,2007.0,ford,good,8 cylinders,gas,230870.0,automatic,SUV,black,632,2.1206553147199028,0.121047289255477,b
3189,2017.0,ford,good,6 cylinders,gas,17916.0,automatic,pickup,red,4991,2.3506116290020143,0.1308648729148087,a
3190,2009.0,ford,excellent,8 cylinders,gas,145433.0,automatic,pickup,white,120,2.388072678203196,-0.1354914397898511,c
3191,2014.0,ford,good,8 cylinders,gas,156000.0,automatic,truck,white,533,2.510688950662676,0.1864976364567409,a
3192,2000.0,ford,good,4 cylinders,gas,70000.0,manual,sedan,blue,130,1.9705088166847256,0.0645472460359939,a
3193,1991.0,ford,good,6 cylinders,gas,86643.0,automatic,pickup,silver,468,1.7485632342074997,0.1383084643937145,a
3194,2006.0,ford,good,8 cylinders,gas,259000.0,automatic,pickup,black,537,2.12929562469159,0.17590547673231,b
3195,2017.0,ford,like new,4 cylinders,gas,33725.0,automatic,SUV,silver,6936,2.3606325400046093,0.1442864693582446,a
3196,2017.0,ford,excellent,6 cylinders,gas,84878.0,automatic,SUV,black,3271,2.3594271414477688,0.2868117476505643,c
3197,2015.0,ford,excellent,8 cylinders,gas,136753.0,automatic,pickup,white,2434,2.3092226057081846,0.0876751437435964,b
3198,2001.0,ford,good,4 cylinders,gas,130000.0,manual,SUV,blue,705,1.8744110983484208,0.065120066705875,b
3199,2016.0,ford,good,6 cylinders,gas,96873.0,automatic,SUV,blue,1440,2.2607383091261983,0.0659007655500943,a
3200,2017.0,subaru,good,4 cylinders,gas,42919.0,manual,sedan,red,1501,2.464683363523549,0.1467515011624581,b
3201,2012.0,ford,excellent,8 cylinders,gas,162000.0,automatic,truck,white,349,2.309451392294427,-0.02493297217511,c
3202,2016.0,ford,good,8 cylinders,gas,90965.0,automatic,truck,red,1484,2.25578538865138,0.0647474986747254,c
3203,2015.0,ford,excellent,4 cylinders,gas,90000.0,automatic,SUV,white,135,2.2428130517052103,0.0202320715271202,b
3204,2011.0,ford,excellent,4 cylinders,gas,97294.0,automatic,sedan,black,6379,2.211807219546184,-0.004047468828732,a
3205,2013.0,ford,good,4 cylinders,gas,110703.0,automatic,SUV,silver,1002,2.309948084665612,0.019431802262067,c
3206,2007.0,ford,excellent,8 cylinders,gas,123062.0,automatic,pickup,red,4029,2.192906013693276,-0.0720927485125846,c
3207,2015.0,ford,excellent,6 cylinders,gas,115350.0,automatic,SUV,blue,253,2.4497369811202567,0.111989110199967,c
3208,2003.0,ford,excellent,8 cylinders,gas,280000.0,automatic,truck,white,957,2.0395147907728,0.0636762107688543,a
3209,2014.0,ford,like new,8 cylinders,gas,96200.0,automatic,pickup,white,1073,2.428736149073332,0.2547706851010895,a
3210,2013.0,ford,good,6 cylinders,gas,218927.0,automatic,truck,black,894,2.3062094586526167,0.121334548821718,b
3211,2002.0,ford,fair,8 cylinders,gas,171613.0,automatic,truck,black,70,2.038841278961906,0.2926044433575346,a
3212,2018.0,ford,good,6 cylinders,gas,11383.0,automatic,truck,white,2546,2.504178086347959,-0.0416907539738452,a
3213,2012.0,ford,excellent,8 cylinders,gas,195741.0,automatic,truck,white,1319,2.2973971867218053,0.1765457973563084,a
3214,2003.0,ford,fair,6 cylinders,gas,123431.0,automatic,sedan,silver,912,1.99455794970357,-0.0358318195295358,b
3215,2015.0,ford,excellent,4 cylinders,gas,198000.0,automatic,sedan,blue,3831,2.339169724030893,0.0605530730482054,b
3216,2018.0,ford,excellent,8 cylinders,gas,23508.0,automatic,truck,silver,3468,2.4307656368989448,0.0168368371237247,c
3217,2013.0,ford,like new,4 cylinders,gas,113000.0,automatic,sedan,blue,197,2.191966702044379,0.1890023732981402,a
3218,2011.0,ford,excellent,8 cylinders,gas,193795.0,automatic,pickup,white,1023,2.3287072262253963,0.1432628040006519,c
3219,2013.0,ford,excellent,8 cylinders,gas,87567.0,automatic,pickup,black,161,2.496423649276993,0.0488153240216487,c
3220,2014.0,ford,like new,4 cylinders,gas,51300.0,automatic,SUV,red,195,2.350731469484973,0.0786048362007508,b
3221,2018.0,ford,excellent,4 cylinders,gas,21053.0,automatic,SUV,black,4271,2.7480446165840204,0.0905081427534784,c
3222,2012.0,ford,excellent,8 cylinders,gas,91550.0,automatic,truck,white,3341,2.3062775655864654,0.0587705735579945,a
